
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 22:49:14
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 3220/4187  Loss: 0.743504 (t=0.184169, q=0.055933)  Tiempo: 223.7s
[Train][Epoca 1/40] Batch 3240/4187  Loss: 0.513000 (t=0.188951, q=0.032405)  Tiempo: 224.8s
[Train][Epoca 1/40] Batch 3260/4187  Loss: 0.848798 (t=0.157168, q=0.069163)  Tiempo: 226.0s
[Train][Epoca 1/40] Batch 3280/4187  Loss: 1.029516 (t=0.184836, q=0.084468)  Tiempo: 227.2s
[Train][Epoca 1/40] Batch 3300/4187  Loss: 0.508677 (t=0.118877, q=0.038980)  Tiempo: 228.4s
[Train][Epoca 1/40] Batch 3320/4187  Loss: 0.344657 (t=0.146116, q=0.019854)  Tiempo: 229.6s
[Train][Epoca 1/40] Batch 3340/4187  Loss: 0.425150 (t=0.220177, q=0.020497)  Tiempo: 230.8s
[Train][Epoca 1/40] Batch 3360/4187  Loss: 0.278065 (t=0.105079, q=0.017299)  Tiempo: 232.0s
[Train][Epoca 1/40] Batch 3380/4187  Loss: 0.234243 (t=0.115590, q=0.011865)  Tiempo: 233.1s
[Train][Epoca 1/40] Batch 3400/4187  Loss: 0.987339 (t=0.216129, q=0.077121)  Tiempo: 234.4s
[Train][Epoca 1/40] Batch 3420/4187  Loss: 0.614611 (t=0.156129, q=0.045848)  Tiempo: 235.6s
[Train][Epoca 1/40] Batch 3440/4187  Loss: 1.039449 (t=0.155426, q=0.088402)  Tiempo: 236.8s
[Train][Epoca 1/40] Batch 3460/4187  Loss: 0.248532 (t=0.144976, q=0.010356)  Tiempo: 237.9s
[Train][Epoca 1/40] Batch 3480/4187  Loss: 0.349905 (t=0.154256, q=0.019565)  Tiempo: 239.1s
[Train][Epoca 1/40] Batch 3500/4187  Loss: 0.526473 (t=0.162029, q=0.036444)  Tiempo: 240.3s
[Train][Epoca 1/40] Batch 3520/4187  Loss: 0.373244 (t=0.153753, q=0.021949)  Tiempo: 241.5s
[Train][Epoca 1/40] Batch 3540/4187  Loss: 0.231265 (t=0.157686, q=0.007358)  Tiempo: 242.6s
[Train][Epoca 1/40] Batch 3560/4187  Loss: 0.391846 (t=0.202586, q=0.018926)  Tiempo: 243.8s
[Train][Epoca 1/40] Batch 3580/4187  Loss: 0.414035 (t=0.255419, q=0.015862)  Tiempo: 245.1s
[Train][Epoca 1/40] Batch 3600/4187  Loss: 0.247678 (t=0.153334, q=0.009434)  Tiempo: 246.3s
[Train][Epoca 1/40] Batch 3620/4187  Loss: 0.370967 (t=0.130889, q=0.024008)  Tiempo: 247.4s
[Train][Epoca 1/40] Batch 3640/4187  Loss: 0.241138 (t=0.167320, q=0.007382)  Tiempo: 248.5s
[Train][Epoca 1/40] Batch 3660/4187  Loss: 0.236854 (t=0.140843, q=0.009601)  Tiempo: 249.7s
[Train][Epoca 1/40] Batch 3680/4187  Loss: 0.203948 (t=0.121992, q=0.008196)  Tiempo: 250.9s
